Nitrogen (mg),Phosphorus (mg),Potassium (mg),Temperature (C),Humidity (%),PH (3-11),label,Rainfall (mm)
93,49,41,22.28250507,88.3408973,6.656263355,rice,230.2242223
101,49,16,19.41739758,74.64917609,5.74048503,maize,88.07753741
96,49,20,24.93480212,77.30675864,6.049439766,maize,97.59081274
28,49,20,29.23016638,54.25267142,6.185400233,mothbeans,32.55919573
22,49,23,33.16673303,48.74828422,9.689094159,mothbeans,38.31597852
10,49,22,30.63315008,93.5705462,6.40549161,mungbean,50.49913241
39,49,24,31.72867676,92.91016755,6.726384821,mungbean,56.01913159
45,49,49,30.26198485,95.93912782,6.829070105,papaya,179.2720807
65,49,53,30.65074475,97.88774734,6.954300037,papaya,115.8163936
58,49,53,35.40315475,96.86457419,6.97349636,papaya,88.1300769
72,49,54,40.08443758,94.97216199,7.141824035,papaya,172.3458448
128,49,20,26.4231908,85.82268198,6.827584521,cotton,78.58494391
135,49,26,27.52232645,85.25649516,7.796538239,cotton,99.93100821
113,49,16,26.92997538,84.31869406,8.121086989,cotton,84.62419032
125,49,17,24.66264893,79.31526975,6.692993671,cotton,70.65644296
120,49,20,24.56296348,86.45420362,6.551636594,cotton,66.48339303
80,49,44,26.8828691,90.01157173,6.538894713,jute,159.5718087
90,49,41,27.42640091,83.94908463,7.263377146,jute,182.2582277
92,49,45,28.80058757,77.16088795,6.441011118,jute,171.4716375
28,49,20,29.23016638,54.25267142,6.185400233,groundnuts,32.55919573
22,49,23,33.16673303,48.74828422,9.689094159,groundnuts,38.31597852
70,49,41,24.17298839,83.7287574,5.583370042,rice,257.0343554
97,49,38,23.83509503,83.88387074,7.473134377,rice,241.2013513
68,49,17,26.10018422,71.57476937,6.931756558,maize,102.2662445
83,49,17,20.41683147,62.5542482,5.855442401,maize,65.27798457
77,49,19,23.31689124,73.4541537,5.852607099,maize,94.29712821
99,49,16,18.87751445,65.76816093,6.082973754,maize,94.76189431
105,49,21,25.77175115,74.089114,6.524478032,maize,107.4931917
67,49,23,24.7947077,70.04556743,5.722579819,maize,76.72860067
91,49,21,21.869274,61.91044947,5.850439831,maize,107.2681929
73,49,20,19.0781471,69.02298571,6.740000688,maize,80.72515943
18,49,17,26.34043268,55.59160391,8.016210782,mothbeans,35.1051197
29,49,24,24.30935081,56.32938343,6.030447288,mothbeans,58.99536268
43,49,21,25.12528913,51.33189406,4.516154055,mothbeans,38.48678973
36,49,20,30.04132304,63.56222995,8.620107545,mothbeans,31.83192392
17,49,24,30.99256944,43.02151392,8.0344125,mothbeans,58.27600682
28,49,18,27.06909959,86.89934108,7.12851089,mungbean,50.46746116
37,49,16,29.73013036,82.89166381,6.442335593,mungbean,50.91511275
31,49,17,29.8596912,80.03499648,6.666380512,mungbean,50.66487502
11,49,19,27.95639663,83.52706038,6.921993878,mungbean,43.25726752
130,49,21,25.78544484,75.00539324,7.641116569,cotton,91.39578861
126,49,15,22.14593688,82.8597549,7.091992365,cotton,60.65381719
125,49,23,22.08458267,82.82904143,6.691690476,cotton,67.06459777
83,49,45,25.4879684,84.48235878,6.740947635,jute,168.7848886
94,49,43,23.87484465,86.79261344,6.718725189,jute,177.5147313
18,49,17,26.34043268,55.59160391,8.016210782,groundnuts,35.1051197
29,49,24,24.30935081,56.32938343,6.030447288,groundnuts,58.99536268
43,49,21,25.12528913,51.33189406,4.516154055,groundnuts,38.48678973
36,49,20,30.04132304,63.56222995,8.620107545,groundnuts,31.83192392
17,49,24,30.99256944,43.02151392,8.0344125,groundnuts,58.27600682
98,49,37,22.81779449,84.49850216,6.635749636,rice,185.4974732
73,49,44,27.42388712,87.7048443,5.700924501,rice,209.9001977
76,49,39,24.31886414,86.27922251,7.519423161,rice,260.8875056
81,49,36,27.20985944,87.09416721,5.931261513,rice,195.3574542
90,49,36,28.38573914,84.1288085,6.343128276,rice,218.9163567
92,49,22,20.15178584,61.6883613,5.887709599,maize,79.7532896
88,49,21,25.47184422,62.20764878,5.886665082,maize,89.9622014
90,49,24,20.67952714,71.43621765,6.378130803,maize,84.22969177
82,49,22,26.32769473,77.26811927,6.83590732,maize,96.59195302
32,49,22,33.66767044,54.38936409,9.254908639,mothbeans,74.44330654
16,49,23,27.29178976,47.07176786,10.22399866,mothbeans,74.32635105
17,49,16,30.06238823,64.03271532,4.749705002,mothbeans,33.84110759
20,49,20,30.70912987,46.5776304,3.942872407,mothbeans,44.11622138
49,49,21,31.43325591,60.58104058,7.084853121,mothbeans,38.34303462
33,49,20,28.73861562,51.26587064,6.130956506,mothbeans,34.7426459
24,49,24,25.89852221,64.50547608,7.440919451,mothbeans,46.0203959
29,49,17,32.0354245,57.34904137,4.764998819,mothbeans,45.43669946
49,49,19,32.5674159,57.96548139,5.419124504,mothbeans,30.92014047
37,49,24,31.72572667,84.31361737,6.68393691,mungbean,56.76278363
43,49,22,30.16155736,86.73661135,6.476001521,mungbean,37.01110438
29,49,23,31.66003333,94.49366777,7.111724626,mungbean,54.96121262
14,49,22,30.34831782,92.4103873,6.681737944,mungbean,43.05130077
17,49,19,29.88547387,89.69161651,7.22136143,mungbean,43.25095608
38,49,17,30.42741331,92.30899316,6.780883397,mungbean,43.12063289
29,49,18,30.14680768,87.88142284,6.974083977,mungbean,37.2464655
32,49,24,30.79089265,91.02590678,7.19262438,mungbean,56.12443206
130,49,23,24.03158943,85.37215078,6.637098947,cotton,64.23026638
116,49,26,24.70265483,87.73323453,7.444577881,cotton,71.84080724
127,49,24,25.00637534,81.30358895,8.216980763,cotton,71.67870701
149,49,16,27.317985,84.04895894,5.975078971,cotton,99.39557151
111,49,17,25.31224074,81.40047286,7.513045879,cotton,74.8984994
82,49,38,25.36399846,78.36932623,6.944968737,jute,181.2783964
89,49,43,24.76263529,78.74726763,7.60180815,jute,151.9035477
88,49,44,27.51934373,83.11309018,7.386185866,jute,187.1735424
32,49,22,33.66767044,54.38936409,9.254908639,groundnuts,74.44330654
16,49,23,27.29178976,47.07176786,10.22399866,groundnuts,74.32635105
17,49,16,30.06238823,64.03271532,4.749705002,groundnuts,33.84110759
20,49,20,30.70912987,46.5776304,3.942872407,groundnuts,44.11622138
49,49,21,31.43325591,60.58104058,7.084853121,groundnuts,38.34303462
33,49,20,28.73861562,51.26587064,6.130956506,groundnuts,34.7426459
24,49,24,25.89852221,64.50547608,7.440919451,groundnuts,46.0203959
29,49,17,32.0354245,57.34904137,4.764998819,groundnuts,45.43669946
49,49,19,32.5674159,57.96548139,5.419124504,groundnuts,30.92014047
94,50,37,25.66585205,80.66385045,6.94801983,rice,209.5869708
97,50,41,24.52922681,80.54498576,7.070959995,rice,260.2634026
84,50,44,25.48591986,81.40633547,5.935344406,rice,182.6549356
91,50,40,20.82477109,84.1341879,6.462391607,rice,230.2242223
99,50,15,18.14710054,71.09445342,5.573286437,maize,88.07753741
94,50,19,23.30355338,73.62548442,5.873242491,maize,97.59081274
26,50,19,27.3179125,51.66921088,6.005242945,mothbeans,32.55919573
20,50,22,30.99694676,46.42693735,9.406887533,mothbeans,38.31597852
8,50,21,28.62911222,89.1148059,6.218923893,mungbean,50.49913241
37,50,23,29.65296893,88.48587386,6.5304707,mungbean,56.01913159
43,50,48,28.28222883,91.37059792,6.63016515,papaya,179.2720807
63,50,52,28.64555584,93.22642604,6.751747609,papaya,115.8163936
56,50,52,33.08706051,92.25197542,6.770384816,papaya,88.1300769
70,50,53,37.4620912,90.44967809,6.933809743,papaya,172.3458448
126,50,19,24.69457084,81.7358876,6.628722836,cotton,78.58494391
133,50,25,25.72180042,81.19666206,7.569454601,cotton,99.93100821
111,50,15,25.16820129,80.30351815,7.884550475,cotton,84.62419032
123,50,16,23.04920461,75.53835214,6.498052108,cotton,70.65644296
118,50,19,22.95604064,82.33733678,6.360812227,cotton,66.48339303
78,50,43,25.12417673,85.72530641,6.348441469,jute,159.5718087
88,50,40,25.63215038,79.95150917,7.051822472,jute,182.2582277
90,50,44,26.91643698,73.48655995,6.253408852,jute,171.4716375
26,50,19,27.3179125,51.66921088,6.005242945,groundnuts,32.55919573
20,50,22,30.99694676,46.42693735,9.406887533,groundnuts,38.31597852
86,50,36,23.86268447,84.67637289,6.224604046,rice,197.9791215
62,50,37,24.2853384,86.95143308,6.209171205,rice,256.9964761
81,50,17,27.11163549,71.92327776,6.783831918,maize,96.46380213
71,50,24,23.77259898,76.49735947,7.005687696,maize,106.6213157
69,50,25,25.14818734,64.38627368,5.751696605,maize,64.77791424
78,50,19,28.0017492,75.56058948,6.434451635,maize,79.84925393
11,50,20,28.93765216,51.79240115,5.655637949,mothbeans,48.25207759
27,50,25,27.28953883,64.75194991,9.674475452,mothbeans,65.07981523
27,50,19,29.72245495,57.56237326,9.743278243,mothbeans,50.28438729
37,50,18,30.81524294,52.33424056,3.66558751,mothbeans,40.85534718
28,50,26,30.77843181,55.25878605,8.02628331,mothbeans,55.21606732
21,50,26,28.68107624,50.65191008,3.631127083,mothbeans,43.87801983
24,50,17,29.92344549,64.41645112,8.898773785,mothbeans,70.10472076
4,50,18,27.68820019,48.2615903,6.01366396,mothbeans,38.53254678
18,50,22,33.19101094,52.47558981,3.637968928,mothbeans,32.81296548
33,50,26,29.46344434,89.84869961,7.412677463,mungbean,53.01899249
42,50,18,30.66712393,90.42804296,7.066420865,mungbean,50.01534317
23,50,16,31.42042598,93.64813017,6.879501306,mungbean,48.30159325
60,50,48,45.08417154,96.28967655,6.960194756,papaya,197.402901
40,50,53,34.94791841,95.32878265,7.135638028,papaya,78.85085502
63,50,52,42.05153529,98.87003087,6.771917922,papaya,120.9512466
54,50,54,41.06907678,97.75897525,7.195378205,papaya,210.2735346
109,50,23,26.60620036,82.13184856,6.162568172,cotton,79.56866268
105,50,21,24.39828051,88.35401869,7.258005657,cotton,91.6389565
119,50,16,24.56032151,82.65133624,6.225893292,cotton,99.75336197
74,50,41,24.83131349,77.80454806,7.644988054,jute,199.4766779
79,50,45,24.8837424,86.83667286,7.338063553,jute,166.2160846
11,50,20,28.93765216,51.79240115,5.655637949,groundnuts,48.25207759
27,50,25,27.28953883,64.75194991,9.674475452,groundnuts,65.07981523
27,50,19,29.72245495,57.56237326,9.743278243,groundnuts,50.28438729
37,50,18,30.81524294,52.33424056,3.66558751,groundnuts,40.85534718
28,50,26,30.77843181,55.25878605,8.02628331,groundnuts,55.21606732
21,50,26,28.68107624,50.65191008,3.631127083,groundnuts,43.87801983
24,50,17,29.92344549,64.41645112,8.898773785,groundnuts,70.10472076
4,50,18,27.68820019,48.2615903,6.01366396,groundnuts,38.53254678
18,50,22,33.19101094,52.47558981,6.727968928,groundnuts,32.81296548
96,50,36,21.32504158,80.47476396,6.442475375,rice,185.4974732
71,50,43,25.62980105,83.52842314,5.534878156,rice,209.9001977
74,50,38,22.72791041,82.1706881,7.300410836,rice,260.8875056
79,50,35,25.42977518,82.94682591,5.758506323,rice,195.3574542
88,50,35,26.52872817,80.12267476,6.158376967,rice,218.9163567
90,50,21,18.83344471,58.75082029,5.716222912,maize,79.7532896
86,50,20,23.80546189,59.24537979,5.715208817,maize,89.9622014
88,50,23,19.32666088,68.034493,6.192360003,maize,84.22969177
80,50,21,24.60532218,73.58868502,6.636803223,maize,96.59195302
30,50,21,31.46511256,51.79939437,8.985348193,mothbeans,74.44330654
14,50,22,25.50634557,44.8302551,9.926212291,mothbeans,74.32635105
15,50,15,28.09568993,60.9835384,4.61136408,mothbeans,33.84110759
18,50,19,28.70012137,44.359648,3.828031463,mothbeans,44.11622138
47,50,20,29.37687468,57.69622912,6.878498176,mothbeans,38.34303462
31,50,19,26.85851927,48.8246387,5.952384957,mothbeans,34.7426459
22,50,23,24.20422636,61.43378674,7.224193642,mothbeans,46.0203959
27,50,16,29.93964907,54.61813464,4.626212446,mothbeans,45.43669946
47,50,18,30.43683729,55.20522037,5.261285926,mothbeans,30.92014047
35,50,23,29.65021184,80.29868321,6.489259136,mungbean,56.76278363
41,50,21,28.18837136,82.60629652,6.287380117,mungbean,37.01110438
27,50,22,29.5888162,89.9939693,6.904587016,mungbean,54.96121262
12,50,21,28.36291385,88.00989267,6.487124217,mungbean,43.05130077
15,50,18,27.93034941,85.42058715,7.011030515,mungbean,43.25095608
36,50,16,28.43683487,87.91332682,6.583381939,mungbean,43.12063289
27,50,17,28.17458662,83.69659318,6.770955317,mungbean,37.2464655
30,50,23,28.77653519,86.69133979,6.983130466,mungbean,56.12443206
128,50,22,22.45942937,81.30681027,6.443785385,cotton,64.23026638
114,50,25,23.0865933,83.55546146,7.227745516,cotton,71.84080724
125,50,23,23.37044424,77.43198948,7.977651226,cotton,71.67870701
147,50,15,25.5308271,80.04662756,5.801047545,cotton,99.39557151
109,50,16,23.65629976,77.52425987,7.2942193,cotton,74.8984994
80,50,37,23.70467146,74.63745355,6.742688094,jute,181.2783964
87,50,42,23.1426498,74.99739774,7.380396262,jute,151.9035477
86,50,43,25.71901283,79.15532398,7.171054239,jute,187.1735424
30,50,21,31.46511256,51.79939437,8.985348193,groundnuts,74.44330654
14,50,22,25.50634557,44.8302551,9.926212291,groundnuts,74.32635105
15,50,15,28.09568993,60.9835384,4.61136408,groundnuts,33.84110759
18,50,19,28.70012137,44.359648,3.828031463,groundnuts,44.11622138
47,50,20,29.37687468,57.69622912,6.878498176,groundnuts,38.34303462
31,50,19,26.85851927,48.8246387,5.952384957,groundnuts,34.7426459
22,50,23,24.20422636,61.43378674,7.224193642,groundnuts,46.0203959
27,50,16,29.93964907,54.61813464,4.626212446,groundnuts,45.43669946
47,50,18,30.43683729,55.20522037,5.261285926,groundnuts,30.92014047
99,50,43,25.65751092,85.52314676,7.727918979,rice,250.0832336
80,50,41,21.69980726,86.22971921,7.453806599,rice,191.9535738
78,50,42,25.29613558,84.30027767,5.162503859,rice,263.1103304
97,50,43,24.27101393,87.63676185,6.803143279,rice,194.2651719
69,50,23,26.63620159,68.89489699,6.824166478,maize,87.9298085
105,50,23,22.02395992,72.45135073,6.694934539,maize,66.29390357
13,50,16,33.18364189,65.52412145,3.609894883,mothbeans,63.77192383
37,50,17,31.03869268,89.20893823,6.864113443,mungbean,45.91011391
20,50,25,29.58849833,94.29683174,6.653029584,mungbean,56.52558045
67,50,46,45.36172329,95.32979467,6.77354927,papaya,88.46607497
56,50,53,24.81812649,95.97316688,6.697358157,papaya,206.3999208
69,50,54,26.20024198,97.63167264,6.964811782,papaya,183.49095
59,50,53,33.36579304,94.72729254,6.936025817,papaya,54.01872359
109,50,19,25.87887283,79.84414156,6.624640191,cotton,69.08056728
111,50,20,24.36471735,86.72929724,6.829935457,cotton,81.49543437
117,50,18,26.00292579,89.12052422,7.140181296,cotton,65.0247867
135,50,26,26.14916717,85.78291815,6.960181681,cotton,60.79645852
115,50,21,25.07889246,82.56558265,6.386692135,cotton,81.15072105
83,50,46,27.56036353,92.78501948,6.205779867,jute,189.4263485
87,50,43,24.71164533,82.38257682,7.308275693,jute,155.3851533
76,50,45,28.70263491,82.11412413,7.30612849,jute,153.9199807
91,50,42,24.95776402,83.7858992,6.779144585,jute,187.3096148
13,50,16,33.18364189,65.52412145,3.609894883,groundnuts,63.77192383
84,51,35,22.30157427,80.64416466,6.043304899,rice,197.9791215
60,51,36,22.69657794,82.81088865,6.028321558,rice,256.9964761
79,51,16,25.33797709,68.49835977,6.586244581,maize,96.46380213
69,51,23,22.21738222,72.85462807,6.80163854,maize,106.6213157
67,51,24,23.50297882,61.32026065,5.584171461,maize,64.77791424
76,51,18,26.16985907,71.96246617,6.247040422,maize,79.84925393
9,51,19,27.04453473,49.32609633,5.49091063,mothbeans,48.25207759
25,51,24,25.5042419,61.66852372,9.392694614,mothbeans,65.07981523
25,51,18,27.77799528,54.82130787,9.45949344,mothbeans,50.28438729
35,51,17,28.79929247,49.84213387,3.558822825,mothbeans,40.85534718
26,51,25,28.76488954,52.62741529,7.792508068,mothbeans,55.21606732
19,51,25,26.80474415,48.23991436,3.5253661,mothbeans,43.87801983
22,51,16,27.96583691,61.34900107,8.639586199,mothbeans,70.10472076
2,51,17,25.87682261,45.96341933,5.838508699,mothbeans,38.53254678
16,51,21,31.01963639,49.9767522,3.532008668,mothbeans,32.81296548
31,51,25,27.53592929,85.5701901,7.196774236,mungbean,53.01899249
40,51,17,28.66086349,86.12194568,6.860602782,mungbean,50.01534317
21,51,15,29.36488409,89.1886954,6.679127482,mungbean,48.30159325
58,51,47,42.13473976,91.70445386,6.757470637,papaya,197.402901
38,51,52,32.66160599,90.78931681,6.927803911,papaya,78.85085502
61,51,51,39.30050027,94.16193416,6.574677594,papaya,120.9512466
52,51,53,38.38231475,93.10378595,6.985804083,papaya,210.2735346
107,51,22,24.86560781,78.22080815,5.983075895,cotton,79.56866268
103,51,20,22.80213132,84.14668447,7.046607434,cotton,91.6389565
117,51,15,22.9535715,78.71555832,6.044556594,cotton,99.75336197
72,51,40,23.20683504,74.09956958,7.422318499,jute,199.4766779
77,51,44,23.25583402,82.7015932,7.124333547,jute,166.2160846
9,51,19,27.04453473,49.32609633,5.49091063,groundnuts,48.25207759
25,51,24,25.5042419,61.66852372,9.392694614,groundnuts,65.07981523
25,51,18,27.77799528,54.82130787,9.45949344,groundnuts,50.28438729
35,51,17,28.79929247,49.84213387,3.558822825,groundnuts,40.85534718
26,51,25,28.76488954,52.62741529,7.792508068,groundnuts,55.21606732
19,51,25,26.80474415,48.23991436,3.5253661,groundnuts,43.87801983
22,51,16,27.96583691,61.34900107,8.639586199,groundnuts,70.10472076
2,51,17,25.87682261,45.96341933,5.838508699,groundnuts,38.53254678
16,51,21,31.01963639,49.9767522,6.532008668,groundnuts,32.81296548
87,51,46,28.15550383,86.48533942,7.441014068,rice,265.5355937
97,51,37,28.0652108,88.0280711,5.709661045,rice,286.5083725
63,51,42,26.72506384,88.08639525,7.08684416,rice,204.8001847
64,51,17,23.83453563,61.78216721,7.176069495,maize,63.87020584
79,51,18,26.60421179,69.02910483,5.886243715,maize,75.82270467
92,51,26,27.79306124,72.83205007,7.027264142,maize,103.2234212
73,51,19,26.8654257,58.77619392,5.964493309,maize,78.16077693
28,51,24,32.08753918,52.08404036,5.079847221,mothbeans,52.92929636
37,51,16,30.70730166,64.20492081,10.23314345,mothbeans,65.67591794
19,51,18,29.83537652,90.77405013,6.5559162,mungbean,44.64407105
37,51,20,29.00349285,94.39072994,6.899531308,mungbean,37.45680611
41,51,54,34.78834716,99.39199329,6.90533053,papaya,51.07048113
39,51,48,46.09584291,98.59821015,6.739060145,papaya,211.8529059
70,51,50,26.13540561,96.89136519,6.77450794,papaya,63.35298768
133,51,17,25.31324765,88.69981573,6.680650322,cotton,88.54479121
118,51,20,24.54876055,79.14029143,6.297961653,cotton,67.08022574
136,51,19,25.6418148,80.42134734,8.234519892,cotton,76.13090645
134,51,20,25.85550485,80.58055919,6.629792517,cotton,61.94626051
102,51,20,25.1018693,86.57016341,8.140634533,cotton,93.50153555
79,51,42,25.56303874,87.63729529,6.280212883,jute,167.7230632
91,51,43,24.7109415,85.5239626,6.325568891,jute,196.6587013
82,51,40,28.26849222,80.6997581,7.380667753,jute,197.2101782
91,51,46,26.6357916,80.86283714,7.423680924,jute,196.469984
73,51,44,28.32878011,77.65972797,6.934810911,jute,180.2513601
90,51,40,25.60390055,92.47467892,7.086610756,jute,154.6608736
28,51,24,32.08753918,52.08404036,5.079847221,groundnuts,52.92929636
37,51,16,30.70730166,64.20492081,10.23314345,groundnuts,65.67591794
97,51,42,23.97898217,81.45061596,7.50283396,rice,250.0832336
78,51,40,20.2801937,82.1235421,7.236705436,rice,191.9535738
76,51,41,23.64124821,80.28597873,5.012139669,rice,263.1103304
95,51,42,22.68319059,83.46358271,6.604993475,rice,194.2651719
67,51,22,24.89364635,65.61418761,6.625404348,maize,87.9298085
103,51,22,20.58314011,69.00128641,6.499936446,maize,66.29390357
11,51,15,31.01274943,62.40392519,3.504752314,mothbeans,63.77192383
35,51,16,29.008124,84.96089355,6.664187809,mungbean,45.91011391
18,51,24,27.65280218,89.80650642,6.459252023,mungbean,56.52558045
65,51,45,42.39413392,90.79028064,6.576261427,papaya,88.46607497
54,51,52,23.19451074,91.40301608,6.502289473,papaya,206.3999208
67,51,53,24.48620746,92.98254537,6.761953186,papaya,183.49095
57,51,52,31.18298415,90.21646909,6.734005648,papaya,54.01872359
107,51,18,24.18586246,76.04203958,6.431689506,cotton,69.08056728
109,51,19,22.77076388,82.5993307,6.631005298,cotton,81.49543437
115,51,17,24.3017998,84.87668973,6.93221485,cotton,65.0247867
133,51,25,24.43847399,81.69801729,6.757457943,cotton,60.79645852
113,51,20,23.43821725,78.63388824,6.200671976,cotton,81.15072105
81,51,45,25.75734909,88.36668522,6.025028997,jute,189.4263485
85,51,42,23.09499564,78.45959697,7.095413294,jute,155.3851533
74,51,44,26.82489244,78.20392774,7.093328631,jute,153.9199807
89,51,41,23.3250131,79.79609448,6.581693772,jute,187.3096148
11,51,15,31.01274943,62.40392519,3.504752314,groundnuts,63.77192383
107,51,38,25.12768038,85.39928327,7.596747337,rice,224.0581164
85,51,43,21.48955517,87.45570448,5.911350278,rice,263.6372176
76,51,45,28.60187458,85.87526615,8.104528893,rice,280.4044392
102,51,38,23.04080587,86.24704306,6.695353519,rice,295.9248796
79,51,18,26.33581563,73.93705662,6.798851828,maize,104.1626147
13,51,21,27.7980542,68.20364695,4.318984798,mothbeans,72.19245835
42,51,18,26.60880252,50.68908563,8.880159495,mothbeans,63.9187654
22,51,21,31.26304637,92.3341043,6.740837204,mungbean,43.1386631
11,51,16,31.9594027,90.29084331,6.593499377,mungbean,58.41394143
43,51,20,29.22568889,89.72055994,6.765859266,mungbean,53.15223123
15,51,19,31.20306831,84.29440053,6.916734963,mungbean,40.16545979
54,51,56,41.1085042,95.699314,6.95399652,papaya,119.2653877
68,51,54,35.16358781,96.03498177,7.056183129,papaya,47.271547
59,51,49,26.3613428,95.15062561,6.914155503,papaya,218.2299187
42,51,47,31.24721959,98.66675751,7.044627148,papaya,209.4083305
53,51,46,41.4434423,99.47294158,6.776824543,papaya,218.142147
142,51,25,26.11044917,83.15718601,7.448264508,cotton,90.8022356
113,51,19,25.64322934,80.82581553,7.862440534,cotton,90.75616738
142,51,24,26.62949774,79.40244017,7.032175308,cotton,89.76050416
130,51,17,25.25803521,83.26051806,7.954937356,cotton,72.49800885
138,51,21,26.12097188,84.84360975,6.470371274,cotton,98.60457373
98,51,39,27.31141793,75.8609337,6.182600617,jute,151.8869972
78,51,41,27.14721274,80.05238493,6.314040476,jute,183.8270791
75,51,37,26.5942231,78.16274004,6.769737892,jute,175.572958
72,51,36,28.87482935,93.5086728,7.655751191,jute,193.8778713
13,51,21,27.7980542,68.20364695,4.318984798,groundnuts,72.19245835
42,51,18,26.60880252,50.68908563,8.880159495,groundnuts,63.9187654
85,52,45,26.31355498,82.36698992,7.224285503,rice,265.5355937
95,52,36,26.22916897,83.83625819,5.543360238,rice,286.5083725
61,52,41,24.97669518,83.891805,6.880431223,rice,204.8001847
62,52,16,22.27526694,58.84015925,6.967057762,maize,63.87020584
77,52,17,24.86374934,65.7420046,5.714799723,maize,75.82270467
90,52,25,25.97482359,69.36385721,6.822586546,maize,103.2234212
71,52,18,25.10787449,55.97732754,5.790770203,maize,78.16077693
26,52,23,29.98835437,49.60384796,4.931890506,mothbeans,52.92929636
35,52,15,28.69841277,61.14754363,9.93509073,mothbeans,65.67591794
17,52,17,27.88352946,86.45147631,6.364967184,mungbean,44.64407105
35,52,19,27.10606808,89.89593328,6.698574085,mungbean,37.45680611
39,52,53,32.51247398,94.65904123,6.704204398,papaya,51.07048113
37,52,47,43.08022702,93.90305729,6.54277684,papaya,211.8529059
68,52,49,24.42561272,92.27749066,6.577192175,papaya,63.35298768
131,52,16,23.65724079,84.47601498,6.486068274,cotton,88.54479121
116,52,19,22.94276687,75.37170612,6.114525877,cotton,67.08022574
134,52,18,23.9643129,76.59175937,7.994679507,cotton,76.13090645
132,52,19,24.16402322,76.7433897,6.436691764,cotton,61.94626051
100,52,19,23.45969093,82.44777468,7.903528673,cotton,93.50153555
77,52,41,23.89069041,83.46409075,6.097294061,jute,167.7230632
89,52,42,23.09433785,81.45139295,6.14132902,jute,196.6587013
80,52,39,26.41915161,76.85691248,7.165696848,jute,197.2101782
89,52,45,24.89326318,77.01222585,7.207457208,jute,196.469984
71,52,43,26.47549543,73.96164569,6.732826127,jute,180.2513601
88,52,39,23.92887902,88.07112278,6.880204617,jute,154.6608736
26,52,23,29.98835437,49.60384796,4.931890506,groundnuts,52.92929636
35,52,15,28.69841277,61.14754363,9.93509073,groundnuts,65.67591794
96,52,41,21.69718567,87.0387905,5.890185993,rice,241.9741949
93,52,41,28.38414159,85.48841538,5.547752822,rice,264.6148697
68,52,42,26.83092988,84.55008605,8.012282609,rice,257.0038865
100,52,39,21.68577138,85.72089978,5.164942488,rice,270.4417274
63,52,44,28.25145866,85.10917293,6.540094517,rice,223.3671883
83,52,43,25.33305671,85.0874781,5.333157731,rice,233.7034975
95,52,39,28.81504732,86.00981717,7.281247394,rice,290.6793783
68,52,20,24.7100242,63.12173501,6.214556701,maize,65.49730729
77,52,19,22.13722909,62.40941039,7.070737415,maize,103.651438
13,52,25,30.52064433,58.56127569,7.615716155,mothbeans,61.32935611
21,52,23,29.81449412,84.47387991,7.058471182,mungbean,42.83053902
26,52,18,30.98132818,93.532594,6.613909313,mungbean,57.65901369
33,52,17,30.75395049,90.10759744,6.645566645,mungbean,48.54598575
44,52,49,24.73206206,99.03594515,6.961233956,papaya,231.5153161
113,52,20,25.6418653,81.92901306,6.612122652,cotton,84.63148859
129,52,25,23.77012471,79.98744529,6.311777817,cotton,70.40557612
123,52,20,25.15900259,80.562525,8.216196183,cotton,80.11272117
104,52,22,24.6508101,79.91572605,7.121089045,cotton,91.49697481
91,52,45,26.62901308,75.51297099,7.539327539,jute,150.2498675
87,52,39,26.64381009,77.53395771,6.785657827,jute,153.8990984
66,52,39,28.08051794,82.43616942,7.061023761,jute,183.4065252
13,52,25,30.52064433,58.56127569,7.615716155,groundnuts,61.32935611
105,52,37,23.48381344,81.33265073,7.375482851,rice,224.0581164
83,52,42,20.08369642,83.29114712,5.739175027,rice,263.6372176
74,52,44,26.73072391,81.78596776,7.868474653,rice,280.4044392
100,52,37,21.53346343,82.14004101,6.500343222,rice,295.9248796
77,52,17,24.6129118,70.4162444,6.600827017,maize,104.1626147
11,52,20,25.97948991,64.95585424,4.193189124,mothbeans,72.19245835
40,52,17,24.86803974,48.27531965,8.621514073,mothbeans,63.9187654
20,52,20,29.21780035,87.93724219,6.54450214,mungbean,43.1386631
9,52,15,29.86860065,85.99127934,6.401455706,mungbean,58.41394143
41,52,19,27.31372793,85.44815232,6.568795404,mungbean,53.15223123
13,52,18,29.16174608,80.28038146,6.715276663,mungbean,40.16545979
52,52,55,38.4191628,91.14220381,6.751452932,papaya,119.2653877
66,52,53,32.86316618,91.4618874,6.850663232,papaya,47.271547
57,52,48,24.63676897,90.61964344,6.712772333,papaya,218.2299187
40,52,46,29.20300896,93.96834049,6.839443833,papaya,209.4083305
51,52,45,38.73218907,94.73613484,6.579441304,papaya,218.142147
140,52,24,24.40228894,79.19732001,7.231324765,cotton,90.8022356
111,52,18,23.9656349,76.97696717,7.633437412,cotton,90.75616738
140,52,23,24.88738107,75.62137159,6.827354668,cotton,89.76050416
128,52,16,23.60564038,79.29573149,7.723240151,cotton,72.49800885
136,52,20,24.41212325,80.80343786,6.281913858,cotton,98.60457373
96,52,38,25.52468965,72.24850829,6.002524871,jute,151.8869972
76,52,40,25.37122686,76.2403666,6.130136384,jute,183.8270791
73,52,36,24.85441411,74.4407048,6.57256106,jute,175.572958
70,52,35,26.98582182,89.05587886,7.432768147,jute,193.8778713
